nom,code,codeDepartement,siren,codeEpci,codeRegion,codesPostaux,population
L'Abergement-Clémenciat,01001,01,210100012,200069193,84,['01400'],860.0
L'Abergement-de-Varey,01002,01,210100020,240100883,84,['01640'],270.0
Ambérieu-en-Bugey,01004,01,210100046,240100883,84,['01500'],15934.0
Ambérieux-en-Dombes,01005,01,210100053,200042497,84,['01330'],1906.0
Ambléon,01006,01,210100061,200040350,84,['01300'],115.0
Ambronay,01007,01,210100079,240100883,84,['01500'],2841.0
Ambutrix,01008,01,210100087,240100883,84,['01500'],760.0
Andert-et-Condon,01009,01,210100095,200040350,84,['01300'],348.0
Anglefort,01010,01,210100103,200070852,84,['01350'],1174.0
Apremont,01011,01,210100111,200042935,84,['01100'],415.0
Aranc,01012,01,210100129,200042935,84,['01110'],331.0
Arandas,01013,01,210100137,240100883,84,['01230'],138.0
Arbent,01014,01,210100145,200042935,84,['01100'],3555.0
Arboys en Bugey,01015,01,200053668,200040350,84,['01300'],710.0
Arbigny,01016,01,210100160,200071371,84,['01190'],462.0
Argis,01017,01,210100178,240100883,84,['01230'],419.0
Armix,01019,01,210100194,200040350,84,['01510'],25.0
Ars-sur-Formans,01021,01,210100210,200042497,84,['01480'],1528.0
Artemare,01022,01,210100228,200040350,84,['01510'],1139.0
Asnières-sur-Saône,01023,01,210100236,200071371,84,['01570'],78.0
Attignat,01024,01,210100244,200071751,84,['01340'],3409.0
Bâgé-Dommartin,01025,01,200077220,200071371,84,['01380'],4050.0
Bâgé-le-Châtel,01026,01,210100269,200071371,84,['01380'],971.0
Balan,01027,01,210100277,240100610,84,['01360'],3077.0
Baneins,01028,01,210100285,200069193,84,['01990'],621.0
Beaupont,01029,01,210100293,200071751,84,['01270'],734.0
Beauregard,01030,01,210100301,200042497,84,['01480'],872.0
Bellignat,01031,01,210100319,200042935,84,['01100'],3525.0
Béligneux,01032,01,210100327,240100610,84,['01360'],3535.0
Valserhône,01033,01,200083863,240100891,84,['01200'],16712.0
Belley,01034,01,210100343,200040350,84,['01300'],9388.0
Belleydoux,01035,01,210100350,200042935,84,['01130'],306.0
Valromey-sur-Séran,01036,01,200086411,200040350,84,['01260'],1351.0
Bénonces,01037,01,210100376,240100883,84,['01470'],311.0
Bény,01038,01,210100384,200071751,84,['01370'],777.0
Béréziat,01040,01,210100400,200071751,84,['01340'],475.0
Bettant,01041,01,210100418,240100883,84,['01500'],774.0
Bey,01042,01,210100426,200070555,84,['01290'],286.0
Beynost,01043,01,210100434,240100800,84,['01700'],5198.0
Billiat,01044,01,210100442,240100891,84,['01200'],713.0
Birieux,01045,01,210100459,200069193,84,['01330'],275.0
Biziat,01046,01,210100467,200070555,84,['01290'],889.0
Blyes,01047,01,210100475,240100883,84,['01150'],1401.0
La Boisse,01049,01,210100491,240100610,84,['01120'],3449.0
Boissey,01050,01,210100509,200071371,84,"['01190', '01380']",396.0
Bolozon,01051,01,210100517,200042935,84,['01450'],103.0
Bouligneux,01052,01,210100525,200069193,84,['01330'],318.0
Bourg-en-Bresse,01053,01,210100533,200071751,84,['01000'],42372.0
Bourg-Saint-Christophe,01054,01,210100541,240100883,84,['01800'],1562.0
Boyeux-Saint-Jérôme,01056,01,210100566,200029999,84,['01640'],367.0
Boz,01057,01,210100574,200071371,84,['01190'],513.0
Brégnier-Cordon,01058,01,210100582,200040350,84,['01300'],804.0
Brénod,01060,01,210100608,200042935,84,['01110'],576.0
Brens,01061,01,210100616,200040350,84,['01300'],1123.0
Bressolles,01062,01,210100624,240100610,84,['01360'],1028.0
Brion,01063,01,210100632,200042935,84,['01460'],592.0
Briord,01064,01,210100640,240100883,84,['01470'],1119.0
Buellas,01065,01,210100657,200071751,84,['01310'],1899.0
La Burbanche,01066,01,210100665,200040350,84,['01510'],98.0
Ceignes,01067,01,210100673,200042935,84,['01430'],257.0
Cerdon,01068,01,210100681,200029999,84,['01450'],747.0
Certines,01069,01,210100699,200071751,84,['01240'],1531.0
Cessy,01071,01,210100715,240100750,84,['01170'],5832.0
Ceyzériat,01072,01,210100723,200071751,84,['01250'],3328.0
Ceyzérieu,01073,01,210100731,200040350,84,['01350'],1064.0
Chalamont,01074,01,210100749,200069193,84,['01320'],2533.0
Chaleins,01075,01,210100756,200070118,84,['01480'],1505.0
Chaley,01076,01,210100764,240100883,84,['01230'],129.0
Challes-la-Montagne,01077,01,210100772,200029999,84,['01450'],184.0
Challex,01078,01,210100780,240100750,84,['01630'],1632.0
Champagne-en-Valromey,01079,01,210100798,200040350,84,['01260'],831.0
Champdor-Corcelles,01080,01,200056695,200042935,84,['01110'],665.0
Champfromier,01081,01,210100814,240100891,84,['01410'],725.0
Chanay,01082,01,210100822,240100891,84,['01420'],574.0
Chaneins,01083,01,210100830,200069193,84,['01990'],1046.0
Chanoz-Châtenay,01084,01,210100848,200070555,84,['01400'],989.0
La Chapelle-du-Châtelard,01085,01,210100855,200069193,84,['01240'],388.0
Charix,01087,01,210100871,200042935,84,['01130'],280.0
Charnoz-sur-Ain,01088,01,210100889,240100883,84,['01800'],951.0
Château-Gaillard,01089,01,210100897,240100883,84,['01500'],2443.0
Châtenay,01090,01,210100905,200069193,84,['01320'],373.0
Châtillon-la-Palud,01092,01,210100921,200069193,84,['01320'],1698.0
Châtillon-sur-Chalaronne,01093,01,210100939,200069193,84,['01400'],5250.0
Chavannes-sur-Reyssouze,01094,01,210100947,200071371,84,['01190'],726.0
Nivigne et Suran,01095,01,200062537,200071751,84,['01250'],820.0
Chaveyriat,01096,01,210100962,200070555,84,['01660'],1078.0
Chazey-Bons,01098,01,200063121,200040350,84,"['01300', '01510']",1142.0
Chazey-sur-Ain,01099,01,210100996,240100883,84,['01150'],1632.0
Cheignieu-la-Balme,01100,01,210101002,200040350,84,['01510'],131.0
Chevillard,01101,01,210101010,200042935,84,['01430'],149.0
Chevroux,01102,01,210101028,200071371,84,['01190'],990.0
Chevry,01103,01,210101036,240100750,84,['01170'],2372.0
Chézery-Forens,01104,01,210101044,240100750,84,"['01200', '01410']",433.0
Civrieux,01105,01,210101051,200042497,84,['01390'],2016.0
Cize,01106,01,210101069,200071751,84,['01250'],168.0
Cleyzieu,01107,01,210101077,240100883,84,['01230'],143.0
Coligny,01108,01,210101085,200071751,84,['01270'],1360.0
Collonges,01109,01,210101093,240100750,84,['01550'],2398.0
Colomieu,01110,01,210101101,200040350,84,['01300'],159.0
Conand,01111,01,210101119,240100883,84,['01230'],134.0
Condamine,01112,01,210101127,200042935,84,['01430'],480.0
Condeissiat,01113,01,210101135,200069193,84,['01400'],839.0
Confort,01114,01,210101143,240100891,84,['01200'],668.0
Confrançon,01115,01,210101150,200071751,84,['01310'],1356.0
Contrevoz,01116,01,210101168,200040350,84,['01300'],494.0
Conzieu,01117,01,210101176,200040350,84,['01300'],155.0
Corbonod,01118,01,210101184,200070852,84,['01420'],1333.0
Corlier,01121,01,210101218,200042935,84,['01110'],116.0
Cormoranche-sur-Saône,01123,01,210101234,200070555,84,['01290'],1179.0
Cormoz,01124,01,210101242,200071751,84,['01560'],703.0
Corveissiat,01125,01,210101259,200071751,84,['01250'],601.0
Courmangoux,01127,01,210101275,200071751,84,['01370'],522.0
Courtes,01128,01,210101283,200071751,84,['01560'],289.0
Crans,01129,01,210101291,200069193,84,['01320'],326.0
Bresse Vallons,01130,01,200086965,200071751,84,['01340'],2388.0
Cressin-Rochefort,01133,01,210101333,200040350,84,['01350'],380.0
Crottet,01134,01,210101341,200070555,84,"['01290', '01750']",1847.0
Crozet,01135,01,210101358,240100750,84,['01170'],2416.0
Cruzilles-lès-Mépillat,01136,01,210101366,200070555,84,['01290'],984.0
Culoz-Béon,01138,01,200099406,200040350,84,['01350'],3453.0
Curciat-Dongalon,01139,01,210101390,200071751,84,['01560'],472.0
Curtafond,01140,01,210101408,200071751,84,['01310'],825.0
Cuzieu,01141,01,210101416,200040350,84,['01300'],424.0
Dagneux,01142,01,210101424,240100610,84,['01120'],4778.0
Divonne-les-Bains,01143,01,210101432,240100750,84,['01220'],10464.0
Dompierre-sur-Veyle,01145,01,210101457,200071751,84,['01240'],1245.0
Dompierre-sur-Chalaronne,01146,01,210101465,200069193,84,['01400'],456.0
Domsure,01147,01,210101473,200071751,84,['01270'],554.0
Dortan,01148,01,210101481,200042935,84,['01590'],2074.0
Douvres,01149,01,210101499,240100883,84,['01500'],1104.0
Drom,01150,01,210101507,200071751,84,['01250'],215.0
Druillat,01151,01,210101515,200071751,84,['01160'],1129.0
Échallon,01152,01,210101523,200042935,84,['01130'],784.0
Échenevex,01153,01,210101531,240100750,84,['01170'],2328.0
Évosges,01155,01,210101556,200042935,84,['01230'],142.0
Faramans,01156,01,210101564,240100883,84,['01800'],934.0
Fareins,01157,01,210101572,200042497,84,['01480'],2533.0
Farges,01158,01,210101580,240100750,84,['01550'],1082.0
Feillens,01159,01,210101598,200071371,84,['01570'],3411.0
Ferney-Voltaire,01160,01,210101606,240100750,84,['01210'],12094.0
Flaxieu,01162,01,210101622,200040350,84,['01350'],71.0
Foissiat,01163,01,210101630,200071751,84,['01340'],2034.0
Francheleins,01165,01,210101655,200070118,84,['01090'],1597.0
Frans,01166,01,210101663,200042497,84,['01480'],2582.0
Garnerans,01167,01,210101671,200070118,84,['01140'],711.0
Genouilleux,01169,01,210101697,200070118,84,['01090'],701.0
Béard-Géovreissiat,01170,01,210101705,200042935,84,['01460'],1048.0
Géovreisset,01171,01,210101713,200042935,84,['01100'],852.0
Gex,01173,01,210101739,240100750,84,['01170'],13627.0
Giron,01174,01,210101747,240100891,84,['01130'],174.0
Gorrevod,01175,01,210101754,200071371,84,['01190'],815.0
Grand-Corent,01177,01,210101770,200071751,84,['01250'],183.0
Grièges,01179,01,210101796,200070555,84,['01290'],1910.0
Grilly,01180,01,210101804,240100750,84,['01220'],889.0
Groissiat,01181,01,210101812,200042935,84,['01100'],1205.0
Guéreins,01183,01,210101838,200070118,84,['01090'],1512.0
Hautecourt-Romanèche,01184,01,210101846,200071751,84,['01250'],748.0
Plateau d'Hauteville,01185,01,200086122,200042935,84,['01110'],4857.0
Haut Valromey,01187,01,931304075,200040350,84,['01260'],801.0
Illiat,01188,01,210101887,200070118,84,['01140'],702.0
Injoux-Génissiat,01189,01,210101895,240100891,84,['01200'],1115.0
Innimond,01190,01,210101903,240100883,84,['01680'],95.0
Izenave,01191,01,210101911,200042935,84,['01430'],162.0
Izernore,01192,01,210101929,200042935,84,['01580'],2299.0
Izieu,01193,01,210101937,200040350,84,['01300'],225.0
Jassans-Riottier,01194,01,210101945,200040590,84,['01480'],6247.0
Jasseron,01195,01,210101952,200071751,84,['01250'],1917.0
Jayat,01196,01,210101960,200071751,84,['01340'],1261.0
Journans,01197,01,210101978,200071751,84,['01250'],387.0
Joyeux,01198,01,210101986,240100883,84,['01800'],262.0
Jujurieux,01199,01,210101994,200029999,84,['01640'],2260.0
Labalme,01200,01,210102000,200029999,84,['01450'],204.0
Lagnieu,01202,01,210102026,240100883,84,['01150'],7411.0
Laiz,01203,01,210102034,200070555,84,['01290'],1293.0
Le Poizat-Lalleyriat,01204,01,200053395,200042935,84,['01130'],732.0
Lantenay,01206,01,210102067,200042935,84,['01430'],260.0
Lapeyrouse,01207,01,210102075,200069193,84,['01330'],348.0
Lavours,01208,01,210102083,200040350,84,['01350'],138.0
Léaz,01209,01,210102091,240100750,84,['01200'],912.0
Lélex,01210,01,210102109,240100750,84,['01410'],241.0
Lent,01211,01,210102117,200071751,84,['01240'],1512.0
Lescheroux,01212,01,210102125,200071751,84,['01560'],726.0
Leyment,01213,01,210102133,240100883,84,['01150'],1441.0
Leyssard,01214,01,210102141,200042935,84,['01450'],164.0
Surjoux-Lhopital,01215,01,200085306,240100891,84,['01420'],138.0
Lhuis,01216,01,210102166,240100883,84,['01680'],886.0
Lompnas,01219,01,210102190,240100883,84,['01680'],171.0
Loyettes,01224,01,210102240,240100883,84,['01360'],3554.0
Lurcy,01225,01,210102257,200070118,84,['01090'],406.0
Magnieu,01227,01,200084978,200040350,84,['01300'],651.0
Maillat,01228,01,210102281,200042935,84,['01430'],669.0
Malafretaz,01229,01,210102299,200071751,84,['01340'],1257.0
Mantenay-Montlin,01230,01,210102307,200071751,84,['01560'],331.0
Manziat,01231,01,210102315,200071371,84,['01570'],2018.0
Marboz,01232,01,210102323,200071751,84,['01851'],2264.0
Marchamp,01233,01,210102331,240100883,84,['01680'],137.0
Marignieu,01234,01,210102349,200040350,84,['01300'],162.0
Marlieux,01235,01,210102356,200069193,84,['01240'],1185.0
Marsonnas,01236,01,210102364,200071751,84,['01340'],1039.0
Martignat,01237,01,210102372,200042935,84,['01100'],1664.0
Massieux,01238,01,210102380,200042497,84,['01600'],2843.0
Massignieu-de-Rives,01239,01,210102398,200040350,84,['01300'],650.0
Matafelon-Granges,01240,01,210102406,200042935,84,['01580'],623.0
Meillonnas,01241,01,210102414,200071751,84,['01370'],1426.0
Mérignat,01242,01,210102422,200029999,84,['01450'],129.0
Messimy-sur-Saône,01243,01,210102430,200070118,84,['01480'],1338.0
Meximieux,01244,01,210102448,240100883,84,['01800'],8247.0
Bohas-Meyriat-Rignat,01245,01,210102455,200071751,84,['01250'],938.0
Mézériat,01246,01,210102463,200070555,84,['01660'],2172.0
Mijoux,01247,01,210102471,240100750,84,"['01170', '01410']",299.0
Mionnay,01248,01,210102489,200069193,84,['01390'],2294.0
Miribel,01249,01,210102497,240100800,84,['01700'],10395.0
Misérieux,01250,01,210102505,200042497,84,['01600'],2008.0
Mogneneins,01252,01,210102521,200070118,84,['01140'],841.0
Montagnat,01254,01,210102547,200071751,84,['01250'],2186.0
Montagnieu,01255,01,210102554,240100883,84,['01470'],668.0
Montanges,01257,01,210102570,240100891,84,['01200'],369.0
Montceaux,01258,01,210102588,200070118,84,['01090'],1196.0
Montcet,01259,01,210102596,200071751,84,['01310'],709.0
Le Montellier,01260,01,210102604,240100883,84,['01800'],336.0
Monthieux,01261,01,210102612,200069193,84,['01390'],664.0
Montluel,01262,01,210102620,240100610,84,['01120'],6895.0
Montmerle-sur-Saône,01263,01,210102638,200070118,84,['01090'],3799.0
Montracol,01264,01,210102646,200071751,84,['01310'],1018.0
Montréal-la-Cluse,01265,01,210102653,200042935,84,['01460'],3568.0
Montrevel-en-Bresse,01266,01,210102661,200071751,84,['01340'],2743.0
Nurieux-Volognat,01267,01,210102679,200042935,84,['01460'],965.0
Murs-et-Gélignieux,01268,01,210102687,200040350,84,['01300'],239.0
Nantua,01269,01,210102695,200042935,84,"['01130', '01460']",3416.0
Neuville-les-Dames,01272,01,210102729,200069193,84,['01400'],1565.0
Neuville-sur-Ain,01273,01,210102737,200029999,84,['01160'],1794.0
Les Neyrolles,01274,01,210102745,200042935,84,['01130'],628.0
Neyron,01275,01,210102752,240100800,84,['01700'],2421.0
Niévroz,01276,01,210102760,240100610,84,['01120'],1662.0
Nivollet-Montgriffon,01277,01,210102778,240100883,84,['01230'],122.0
Oncieu,01279,01,210102794,240100883,84,['01230'],72.0
Ordonnaz,01280,01,210102802,240100883,84,['01510'],151.0
Ornex,01281,01,210102810,240100750,84,['01210'],5082.0
Outriaz,01282,01,210102828,200042935,84,['01430'],263.0
Oyonnax,01283,01,210102836,200042935,84,['01100'],22480.0
Ozan,01284,01,210102844,200071371,84,['01190'],732.0
Parcieux,01285,01,210102851,200042497,84,['01600'],1315.0
Parves et Nattages,01286,01,200059913,200040350,84,['01300'],962.0
Péron,01288,01,210102885,240100750,84,['01630'],2916.0
Péronnas,01289,01,210102893,200071751,84,['01960'],6444.0
Pérouges,01290,01,210102901,240100883,84,['01800'],1387.0
Perrex,01291,01,210102919,200070555,84,['01540'],869.0
Peyriat,01293,01,210102935,200042935,84,['01430'],153.0
Peyrieu,01294,01,210102943,200040350,84,['01300'],940.0
Peyzieux-sur-Saône,01295,01,210102950,200070118,84,['01140'],654.0
Pirajoux,01296,01,210102968,200071751,84,['01270'],397.0
Pizay,01297,01,210102976,240100610,84,['01120'],937.0
Plagne,01298,01,210102984,240100891,84,['01130'],159.0
Le Plantay,01299,01,210102992,200069193,84,['01330'],559.0
Polliat,01301,01,210103016,200071751,84,['01310'],2741.0
Pollieu,01302,01,210103024,200040350,84,['01350'],167.0
Poncin,01303,01,210103032,200029999,84,['01450'],1803.0
Pont-d'Ain,01304,01,210103040,200029999,84,['01160'],2843.0
Pont-de-Vaux,01305,01,210103057,200071371,84,['01190'],2204.0
Pont-de-Veyle,01306,01,210103065,200070555,84,['01290'],1594.0
Port,01307,01,210103073,200042935,84,['01460'],832.0
Pougny,01308,01,210103081,240100750,84,['01550'],871.0
Pouillat,01309,01,210103099,200071751,84,['01250'],77.0
Prémeyzel,01310,01,210103107,200040350,84,['01300'],244.0
Prémillieu,01311,01,210103115,200042935,84,['01110'],49.0
Prévessin-Moëns,01313,01,210103131,240100750,84,['01280'],9153.0
Priay,01314,01,210103149,200029999,84,['01160'],1842.0
Ramasse,01317,01,210103172,200071751,84,['01250'],336.0
Rancé,01318,01,210103180,200042497,84,['01390'],775.0
Relevant,01319,01,210103198,200069193,84,['01990'],465.0
Replonges,01320,01,210103206,200071371,84,['01750'],3956.0
Revonnas,01321,01,210103214,200071751,84,['01250'],915.0
Reyrieux,01322,01,210103222,200042497,84,['01600'],5358.0
Reyssouze,01323,01,210103230,200071371,84,['01190'],996.0
Rignieux-le-Franc,01325,01,210103255,240100883,84,['01800'],1180.0
Romans,01328,01,210103289,200069193,84,['01400'],640.0
Rossillon,01329,01,210103297,200040350,84,['01510'],166.0
Saint-Alban,01331,01,210103313,200029999,84,['01450'],195.0
Saint-André-de-Bâgé,01332,01,210103321,200071371,84,['01380'],841.0
Saint-André-de-Corcy,01333,01,210103339,200069193,84,['01390'],3370.0
Saint-André-d'Huiriat,01334,01,210103347,200070555,84,['01290'],667.0
Saint-André-le-Bouchoux,01335,01,210103354,200069193,84,['01240'],409.0
Saint-André-sur-Vieux-Jonc,01336,01,210103362,200071751,84,['01960'],1229.0
Saint-Bénigne,01337,01,210103370,200071371,84,['01190'],1359.0
Groslée-Saint-Benoit,01338,01,200060143,200040350,84,['01300'],1227.0
Saint-Bernard,01339,01,210103396,200042497,84,['01600'],1590.0
Sainte-Croix,01342,01,210103420,240100610,84,['01120'],544.0
Saint-Cyr-sur-Menthon,01343,01,210103438,200070555,84,['01380'],1890.0
Saint-Denis-lès-Bourg,01344,01,210103446,200071751,84,['01000'],6160.0
Saint-Denis-en-Bugey,01345,01,210103453,240100883,84,['01500'],2246.0
Saint-Didier-d'Aussiat,01346,01,210103461,200071751,84,['01340'],843.0
Saint-Didier-de-Formans,01347,01,210103479,200042497,84,['01600'],2203.0
Saint-Didier-sur-Chalaronne,01348,01,210103487,200070118,84,['01140'],2934.0
Saint-Éloi,01349,01,210103495,240100883,84,['01800'],525.0
Saint-Étienne-du-Bois,01350,01,210103503,200071751,84,['01370'],2584.0
Saint-Étienne-sur-Chalaronne,01351,01,210103511,200070118,84,['01140'],1637.0
Saint-Étienne-sur-Reyssouze,01352,01,210103529,200071371,84,['01190'],572.0
Sainte-Euphémie,01353,01,210103537,200042497,84,['01600'],1757.0
Saint-Genis-Pouilly,01354,01,210103545,240100750,84,['01630'],14432.0
Saint-Genis-sur-Menthon,01355,01,210103552,200070555,84,['01380'],490.0
Saint-Georges-sur-Renon,01356,01,210103560,200069193,84,['01400'],228.0
Saint-Germain-de-Joux,01357,01,210103578,240100891,84,['01130'],507.0
Saint-Germain-les-Paroisses,01358,01,210103586,200040350,84,['01300'],422.0
Saint-Germain-sur-Renon,01359,01,210103594,200069193,84,['01240'],264.0
Saint-Jean-de-Gonville,01360,01,210103602,240100750,84,['01630'],2096.0
Saint-Jean-de-Niost,01361,01,210103610,240100883,84,['01800'],1866.0
Saint-Jean-de-Thurigneux,01362,01,210103628,200042497,84,['01390'],863.0
Saint-Jean-le-Vieux,01363,01,210103636,200029999,84,['01640'],1839.0
Saint-Jean-sur-Reyssouze,01364,01,210103644,200071751,84,['01560'],762.0
Saint-Jean-sur-Veyle,01365,01,210103651,200070555,84,['01290'],1143.0
Sainte-Julie,01366,01,210103669,240100883,84,['01150'],1094.0
Saint-Julien-sur-Reyssouze,01367,01,210103677,200071751,84,['01560'],679.0
Saint-Julien-sur-Veyle,01368,01,210103685,200070555,84,['01540'],859.0
Saint-Just,01369,01,210103693,200071751,84,['01250'],952.0
Saint-Laurent-sur-Saône,01370,01,210103701,200070308,84,['01750'],1810.0
Saint-Marcel,01371,01,210103719,200069193,84,['01390'],1340.0
Saint-Martin-de-Bavel,01372,01,210103727,200040350,84,['01510'],428.0
Saint-Martin-du-Frêne,01373,01,210103735,200042935,84,['01430'],1023.0
Saint-Martin-du-Mont,01374,01,210103743,200071751,84,['01160'],2023.0
Saint-Martin-le-Châtel,01375,01,210103750,200071751,84,['01310'],796.0
Saint-Maurice-de-Beynost,01376,01,210103768,240100800,84,['01700'],4332.0
Saint-Maurice-de-Gourdans,01378,01,210103784,240100883,84,['01800'],2903.0
Saint-Maurice-de-Rémens,01379,01,210103792,240100883,84,['01500'],756.0
Saint-Nizier-le-Bouchoux,01380,01,210103800,200071751,84,['01560'],580.0
Saint-Nizier-le-Désert,01381,01,210103818,200069193,84,['01320'],921.0
Sainte-Olive,01382,01,210103826,200069193,84,['01330'],357.0
Saint-Paul-de-Varax,01383,01,210103834,200069193,84,['01240'],1634.0
Saint-Rambert-en-Bugey,01384,01,210103842,240100883,84,['01230'],2190.0
Saint-Rémy,01385,01,210103859,200071751,84,['01310'],915.0
Saint-Sorlin-en-Bugey,01386,01,210103867,240100883,84,['01150'],1152.0
Saint-Sulpice,01387,01,210103875,200071751,84,['01340'],260.0
Saint-Trivier-de-Courtes,01388,01,210103883,200071751,84,['01560'],1125.0
Saint-Trivier-sur-Moignans,01389,01,210103891,200069193,84,['01990'],1963.0
Saint-Vulbas,01390,01,210103909,240100883,84,['01150'],1247.0
Salavre,01391,01,210103917,200071751,84,['01270'],306.0
Samognat,01392,01,210103925,200042935,84,['01580'],630.0
Sandrans,01393,01,210103933,200069193,84,['01400'],582.0
Sault-Brénaz,01396,01,210103966,240100883,84,['01150'],1021.0
Sauverny,01397,01,210103974,240100750,84,['01220'],1022.0
Savigneux,01398,01,210103982,200042497,84,['01480'],1469.0
Ségny,01399,01,210103990,240100750,84,['01170'],2941.0
Seillonnaz,01400,01,210104006,240100883,84,['01470'],134.0
Sergy,01401,01,210104014,240100750,84,['01630'],2288.0
Sermoyer,01402,01,210104022,200071371,84,['01190'],670.0
Serrières-de-Briord,01403,01,210104030,240100883,84,['01470'],1317.0
Serrières-sur-Ain,01404,01,210104048,200029999,84,['01450'],135.0
Servas,01405,01,210104055,200071751,84,['01960'],1286.0
Servignat,01406,01,210104063,200071751,84,['01560'],186.0
Seyssel,01407,01,210104071,200070852,84,['01420'],1008.0
Simandre-sur-Suran,01408,01,210104089,200071751,84,['01250'],673.0
Sonthonnax-la-Montagne,01410,01,210104105,200042935,84,['01580'],293.0
Souclin,01411,01,210104113,240100883,84,['01150'],262.0
Sulignat,01412,01,210104121,200069193,84,['01400'],602.0
Talissieu,01415,01,210104154,200040350,84,['01510'],508.0
Tenay,01416,01,210104162,240100883,84,['01230'],1030.0
Thil,01418,01,210104188,240100800,84,['01120'],1261.0
Thoiry,01419,01,210104196,240100750,84,['01710'],6569.0
Thoissey,01420,01,210104204,200070118,84,['01140'],1626.0
Torcieu,01421,01,210104212,240100883,84,['01230'],739.0
Tossiat,01422,01,210104220,200071751,84,['01250'],1425.0
Toussieux,01423,01,210104238,200042497,84,['01600'],1257.0
Tramoyes,01424,01,210104246,240100800,84,['01390'],1852.0
La Tranclière,01425,01,210104253,200071751,84,['01160'],290.0
Val-Revermont,01426,01,200057347,200071751,84,['01370'],2488.0
Trévoux,01427,01,210104279,200042497,84,['01600'],7013.0
Valeins,01428,01,210104287,200069193,84,['01140'],128.0
Vandeins,01429,01,210104295,200071751,84,['01660'],732.0
Varambon,01430,01,210104303,200029999,84,['01160'],675.0
Vaux-en-Bugey,01431,01,210104311,240100883,84,['01150'],1201.0
Verjon,01432,01,210104329,200071751,84,['01270'],346.0
Vernoux,01433,01,210104337,200071751,84,['01560'],290.0
Versailleux,01434,01,210104345,200069193,84,['01330'],497.0
Versonnex,01435,01,210104352,240100750,84,['01210'],2182.0
Vesancy,01436,01,210104360,240100750,84,['01170'],520.0
Vescours,01437,01,210104378,200071751,84,['01560'],221.0
Vésines,01439,01,210104394,200071371,84,['01570'],96.0
Vieu-d'Izenave,01441,01,210104410,200042935,84,['01430'],719.0
Villars-les-Dombes,01443,01,210104436,200069193,84,['01330'],5163.0
Villebois,01444,01,210104444,240100883,84,['01150'],1206.0
Villemotier,01445,01,210104451,200071751,84,['01270'],612.0
Villeneuve,01446,01,210104469,200042497,84,['01480'],1638.0
Villereversure,01447,01,210104477,200071751,84,['01250'],1420.0
Villes,01448,01,210104485,240100891,84,['01200'],381.0
Villette-sur-Ain,01449,01,210104493,200069193,84,['01320'],780.0
Villieu-Loyes-Mollon,01450,01,210104501,240100883,84,['01800'],3849.0
Viriat,01451,01,210104519,200071751,84,['01440'],7102.0
Virieu-le-Grand,01452,01,210104527,200040350,84,['01510'],1111.0
Arvière-en-Valromey,01453,01,200086403,200040350,84,['01260'],717.0
Virignin,01454,01,210104543,200040350,84,['01300'],1144.0
Vongnes,01456,01,210104568,200040350,84,['01350'],75.0
Vonnas,01457,01,210104576,200070555,84,['01540'],3255.0
Abbécourt,02001,02,210200010,200071785,32,['02300'],518.0
Achery,02002,02,210200028,200071785,32,['02800'],584.0
Acy,02003,02,210200036,240200477,32,['02200'],1004.0
Agnicourt-et-Séchelles,02004,02,210200044,240200469,32,['02340'],189.0
Aguilcourt,02005,02,210200051,240200576,32,['02190'],417.0
Aisonville-et-Bernoville,02006,02,210200069,200071983,32,['02110'],259.0
Aizelles,02007,02,210200077,240200592,32,['02820'],118.0
Aizy-Jouy,02008,02,210200085,240200501,32,['02370'],306.0
Alaincourt,02009,02,210200093,200040426,32,['02240'],517.0
Allemant,02010,02,210200101,240200501,32,['02320'],163.0
Ambleny,02011,02,210200119,200071991,32,['02290'],1205.0
Ambrief,02012,02,210200127,240200519,32,['02200'],79.0
Amifontaine,02013,02,210200135,240200576,32,['02190'],391.0
Amigny-Rouy,02014,02,210200143,200071785,32,['02700'],707.0
Ancienville,02015,02,210200150,200071991,32,['02600'],78.0
Andelain,02016,02,210200168,200071785,32,['02800'],212.0
Anguilcourt-le-Sart,02017,02,210200176,200071785,32,['02800'],274.0
Anizy-le-Grand,02018,02,200084135,200071769,32,['02320'],2472.0
Annois,02019,02,210200192,200071892,32,['02480'],349.0
Any-Martin-Rieux,02020,02,210200200,240200600,32,['02500'],456.0
Archon,02021,02,210200218,240200634,32,['02360'],76.0
Arcy-Sainte-Restitue,02022,02,210200226,240200519,32,['02130'],396.0
Armentières-sur-Ourcq,02023,02,210200234,200072031,32,['02210'],96.0
Arrancy,02024,02,210200242,200043495,32,['02860'],45.0
Artemps,02025,02,210200259,200071892,32,['02480'],361.0
Assis-sur-Serre,02027,02,210200275,240200469,32,['02270'],209.0
Athies-sous-Laon,02028,02,210200283,200043495,32,['02840'],2578.0
Attilly,02029,02,210200291,240200493,32,['02490'],337.0
Aubencheul-aux-Bois,02030,02,210200309,240200493,32,['02420'],238.0
Aubenton,02031,02,210200317,240200600,32,['02500'],658.0
Aubigny-aux-Kaisnes,02032,02,210200325,200071892,32,['02590'],231.0
Aubigny-en-Laonnois,02033,02,210200333,240200592,32,['02820'],102.0
Audignicourt,02034,02,210200341,200071991,32,['02300'],104.0
Audigny,02035,02,210200358,200071983,32,['02120'],273.0
Augy,02036,02,210200366,240200501,32,['02220'],72.0
